Make,cc,Age,Gender,DriveStyle,Serviced,distance,Commute_type
Ford,1400,48,male,rational,no,28,highway
Audi,2000,32,male,rational,no,33,highway
Audi,2000,43,female,rational,yes,30,highway
Skoda,2000,74,female,rational,yes,41,highway
Volkswagen,1300,73,female,rational,yes,39,highway
Opel,1500,28,male,rational,no,46,highway
Ford,1600,58,female,rational,yes,47,highway
Honda,2400,32,male,rational,yes,34,highway
Citroen,1500,62,male,rational,yes,34,rural
Ford,1300,28,male,rational,yes,48,highway
Vauxhall,2400,37,male,rational,no,34,highway
Honda,2000,38,female,rational,yes,29,highway
Skoda,>2400,37,male,rational,yes,31,urban
Toyota,1400,57,female,rational,no,40,highway
Hyundai,1500,44,female,rational,no,32,urban
Volkswagen,1600,81,female,rational,yes,48,highway
Skoda,1400,15,male,rational,yes,37,urban
Toyota,1600,34,female,rational,yes,49,highway
Nissan,1600,43,male,speedy,yes,31,urban
Nissan,1000,44,male,nervous,no,35,rural
Renault,1400,49,female,rational,yes,31,urban
Hyundai,2000,68,male,rational,yes,25,highway
Ford,1400,64,female,speedy,yes,34,highway
Nissan,1300,44,female,rational,no,32,urban
Ford,1500,45,female,rational,yes,32,rural
Volkswagen,1000,45,male,rational,yes,38,urban
Audi,2400,28,male,rational,yes,40,rural
Hyundai,1600,47,male,rational,yes,35,urban
Peugeot,2000,32,female,rational,yes,27,highway
Volkswagen,1000,44,female,speedy,yes,28,highway
Volkswagen,1600,24,male,distracted,yes,32,highway
Kia,2000,18,male,rational,yes,39,urban
BMW,1500,37,female,speedy,yes,48,rural
Skoda,1600,37,female,rational,yes,29,highway
Mini,1600,40,female,rational,yes,45,highway
Toyota,1500,70,female,rational,no,30,urban
Honda,2000,47,female,rational,yes,37,highway
Toyota,2400,65,male,speedy,yes,44,highway
Vauxhall,2000,35,female,rational,yes,32,highway
Peugeot,1600,65,male,rational,yes,30,urban
Ford,1600,40,female,speedy,yes,28,highway
Hyundai,1400,52,male,rational,yes,46,urban
Vauxhall,1500,55,male,speedy,yes,32,urban
Toyota,1300,27,male,speedy,no,30,urban
Mazda,1500,21,male,rational,yes,39,highway
Volkswagen,2000,40,male,distracted,yes,49,highway
Audi,1600,44,male,rational,yes,37,urban
Ford,1400,54,female,speedy,no,49,urban
Kia,1600,29,male,rational,yes,29,highway
Mercedes Benz,2000,50,female,slow,yes,34,urban
Jaguar,2000,66,male,rational,no,44,urban
Ford,1000,36,female,slow,yes,33,urban
Hyundai,2000,29,male,slow,yes,31,highway
Hyundai,1500,47,male,slow,yes,39,highway
Skoda,1300,24,male,slow,yes,39,urban
Volkswagen,1600,22,female,rational,yes,29,urban
Nissan,1500,53,male,rational,yes,32,urban
Peugeot,2400,77,male,slow,yes,33,urban
Toyota,1600,43,female,rational,no,36,highway
Honda,1000,43,female,rational,yes,44,highway
Skoda,2400,49,male,speedy,yes,33,urban
Ford,2000,32,male,speedy,yes,40,highway
Ford,1300,30,male,rational,no,47,rural
Ford,1400,38,female,rational,yes,49,highway
Nissan,2000,25,female,rational,yes,42,urban
Volkswagen,1300,79,female,speedy,yes,34,highway
Vauxhall,1000,50,female,distracted,yes,38,rural
Volkswagen,2000,45,female,speedy,yes,27,highway
Toyota,1300,20,male,rational,yes,39,urban
Volkswagen,2000,16,male,rational,yes,32,highway
Renault,1600,62,female,nervous,yes,39,urban
Volvo,1500,42,male,rational,yes,27,urban
Ford,1500,27,male,rational,yes,46,highway
Vauxhall,1500,47,female,rational,yes,29,urban
Kia,2000,50,male,rational,yes,45,highway
Ford,2000,27,female,rational,yes,48,highway
BMW,>2400,30,male,distracted,yes,47,urban
Mitsubishi,2000,32,male,rational,yes,29,highway
Ford,1600,31,male,rational,no,44,urban
Nissan,1300,20,male,speedy,yes,26,highway
Toyota,1600,27,female,rational,yes,46,highway
Volkswagen,2000,53,female,rational,yes,42,urban
Volkswagen,2000,46,male,rational,yes,28,highway
Mazda,1400,58,male,rational,yes,34,urban
Toyota,1600,56,male,distracted,no,33,highway
Audi,1300,66,female,rational,no,41,highway
Hyundai,1600,71,male,rational,yes,40,urban
Kia,1500,39,female,rational,yes,38,highway
BMW,1600,48,female,rational,yes,29,highway
Audi,1600,21,male,speedy,yes,30,urban
BMW,2400,29,male,rational,no,33,urban
Hyundai,1600,27,male,rational,yes,41,urban
Volkswagen,1600,29,male,speedy,yes,42,urban
Opel,1600,42,male,speedy,no,36,highway
Audi,2000,38,male,rational,yes,37,urban
Nissan,2000,30,female,speedy,no,45,highway
Volkswagen,1600,60,male,rational,yes,33,urban
Toyota,1600,52,male,speedy,yes,49,highway
Nissan,2400,18,female,rational,yes,38,rural
Volkswagen,2000,28,male,speedy,no,28,urban
Toyota,1300,45,female,slow,no,43,urban
Volkswagen,1300,59,male,speedy,yes,27,highway
Peugeot,2000,37,female,rational,yes,36,highway
Peugeot,1500,51,male,speedy,no,41,urban
Toyota,2000,44,male,rational,yes,36,highway
Dacia,1000,71,female,rational,yes,47,highway
Nissan,1300,47,female,rational,yes,34,rural
Toyota,2000,18,male,speedy,yes,25,urban
Toyota,2000,55,female,nervous,yes,48,highway
Nissan,1400,72,male,slow,yes,42,urban
Honda,2000,63,male,rational,no,28,highway
Toyota,1600,20,male,rational,no,29,highway
Ford,1500,49,male,rational,no,48,urban
Volkswagen,1300,48,male,nervous,no,38,urban
Citroen,1600,30,male,rational,yes,25,urban
Skoda,2000,60,female,speedy,no,34,rural
Ford,>2400,37,female,speedy,yes,26,highway
Opel,1600,54,male,rational,yes,32,urban
Toyota,2400,82,male,rational,no,30,urban
Hyundai,2000,54,male,rational,yes,29,highway
Hyundai,1600,35,female,rational,yes,47,highway
Skoda,2000,44,male,rational,yes,48,highway
BMW,2000,62,male,rational,yes,48,rural
Mercedes Benz,1600,47,male,speedy,yes,41,urban
Kia,1500,43,female,rational,no,48,rural
Citroen,2000,54,female,rational,yes,36,urban
Skoda,2000,33,female,rational,no,48,highway
Hyundai,1300,66,male,rational,yes,44,urban
Seat,1600,35,female,rational,no,44,urban
Toyota,1500,37,male,slow,yes,36,highway
Nissan,1400,64,male,rational,no,32,highway
All other makes,1300,36,male,rational,no,32,highway
Volvo,1600,30,male,rational,yes,43,highway
Kia,1300,27,female,rational,yes,42,highway
Toyota,2000,67,female,speedy,no,42,urban
Peugeot,1000,43,female,rational,yes,35,urban
Renault,2000,31,female,speedy,no,44,highway
Dacia,2000,33,female,rational,no,33,urban
Volvo,2000,58,male,rational,yes,29,rural
Volkswagen,1600,29,female,rational,yes,34,rural
Audi,2000,36,male,rational,no,26,highway
Opel,2000,57,female,rational,no,43,urban
Hyundai,2000,33,female,speedy,yes,32,urban
Kia,1500,38,male,distracted,no,47,urban
Skoda,1500,15,male,rational,no,30,urban
Audi,1600,45,female,rational,yes,29,urban
Toyota,1000,25,female,speedy,no,31,urban
Kia,1400,78,male,rational,yes,32,urban
Volkswagen,1000,44,male,rational,yes,37,highway
Volkswagen,>2400,58,female,rational,yes,32,highway
Peugeot,1600,33,male,speedy,yes,35,highway
Nissan,1500,59,female,speedy,no,48,highway
Toyota,1400,42,male,rational,no,26,urban
Toyota,1600,48,female,slow,yes,47,urban
Ford,1600,47,male,rational,yes,27,highway
Nissan,2000,64,male,distracted,no,38,rural
Renault,2000,25,male,speedy,no,47,highway
Opel,2000,29,female,nervous,yes,46,urban
Lexus,1600,62,female,rational,yes,47,highway
Nissan,1600,32,female,rational,no,38,highway
Toyota,1600,29,male,rational,yes,32,highway
Citroen,1300,32,female,rational,no,46,highway
Dacia,1600,64,female,speedy,yes,46,urban
Renault,1300,62,male,rational,yes,49,urban
Nissan,1600,43,male,rational,yes,27,highway
Peugeot,2000,28,male,rational,yes,39,urban
Ford,1600,27,male,distracted,yes,33,urban
Mercedes Benz,1600,69,male,nervous,yes,37,highway
Toyota,2000,58,female,speedy,yes,37,urban
Volkswagen,2400,31,female,speedy,yes,45,highway
BMW,1400,67,female,rational,yes,36,urban
Ford,1500,32,male,nervous,yes,40,urban
Ford,2000,25,male,rational,no,27,highway
Skoda,2400,53,female,nervous,no,30,highway
Toyota,1400,59,male,nervous,yes,31,highway
Saab,1600,51,male,distracted,yes,45,highway
Mini,1400,72,female,speedy,no,39,urban
Mercedes Benz,1500,28,male,speedy,yes,31,urban
Kia,1400,38,female,speedy,yes,47,highway
Hyundai,1600,68,male,rational,no,48,rural
Hyundai,1300,33,male,rational,no,40,highway
Audi,1600,17,female,speedy,no,32,highway
Suzuki,1300,53,male,speedy,yes,47,highway
Volkswagen,1600,44,male,distracted,yes,31,highway
Ford,1500,51,female,speedy,yes,25,highway
Hyundai,1600,23,male,rational,yes,26,urban
Renault,2000,32,male,rational,yes,43,urban
Ford,2000,59,male,rational,yes,48,urban
Volkswagen,2400,23,female,speedy,yes,47,highway
Toyota,1300,39,female,rational,yes,43,urban
Volvo,1500,36,female,speedy,no,46,urban
Toyota,1300,70,male,rational,yes,25,highway
Citroen,1000,28,female,rational,no,25,highway
Toyota,1600,62,female,rational,yes,35,urban
Peugeot,1600,61,male,nervous,yes,36,highway
Mercedes Benz,1000,45,male,speedy,no,25,highway
Ford,2000,37,male,rational,no,46,urban
Hyundai,2000,60,female,rational,yes,37,highway
Toyota,2000,29,female,rational,no,39,urban
Nissan,1600,32,female,speedy,no,39,highway
Mercedes Benz,1300,58,female,rational,yes,34,highway
Audi,1000,42,female,rational,no,34,highway
Honda,1400,37,male,speedy,no,30,urban
Seat,1000,32,male,speedy,yes,38,highway
Honda,1600,39,male,slow,yes,47,highway
Hyundai,2000,14,male,rational,no,43,highway
Toyota,1000,83,male,distracted,yes,38,urban
Ford,2000,35,female,rational,no,44,urban
Citroen,2400,36,female,distracted,yes,48,highway
Mercedes Benz,1400,19,male,rational,yes,27,urban
Mercedes Benz,1600,29,male,distracted,yes,32,urban
Land Rover,1500,62,female,distracted,yes,47,urban
Mini,2000,34,male,rational,yes,39,urban
Hyundai,2000,56,female,rational,no,46,urban
Vauxhall,2000,32,male,rational,yes,27,highway
Skoda,1600,36,female,rational,yes,42,highway
Volkswagen,1000,40,male,speedy,yes,41,urban
Renault,1300,61,male,speedy,yes,33,rural
Mazda,2000,68,male,distracted,no,30,highway
Toyota,1500,37,female,rational,yes,39,urban
Nissan,1000,68,female,speedy,yes,27,urban
Renault,2000,25,male,distracted,no,48,highway
Ford,2000,63,male,rational,yes,49,urban
Land Rover,1000,27,male,rational,yes,48,highway
Suzuki,2000,40,male,rational,yes,26,highway
Mercedes Benz,1400,57,male,rational,yes,46,urban
Mercedes Benz,1600,38,male,rational,no,35,highway
Volkswagen,2000,73,male,distracted,no,42,highway
Renault,1300,84,male,rational,no,44,urban
Volkswagen,2000,63,female,rational,yes,27,highway
Opel,1500,27,male,rational,no,29,highway
Renault,2000,45,female,rational,yes,32,highway
Hyundai,1400,48,male,speedy,yes,26,urban
Seat,1400,34,male,rational,no,39,urban
Volkswagen,1600,33,male,rational,yes,41,urban
Skoda,1300,37,female,rational,yes,44,urban
Renault,1500,57,female,rational,yes,46,highway
Ford,1300,54,male,speedy,no,33,highway
Opel,2000,81,female,rational,no,44,rural
Mitsubishi,2000,69,female,speedy,no,34,urban
Dacia,>2400,68,female,distracted,yes,31,highway
Ford,2400,28,male,speedy,yes,29,highway
Renault,1500,82,male,rational,no,40,highway
Peugeot,2000,28,female,speedy,no,46,urban
Vauxhall,1300,31,male,rational,yes,34,rural
Audi,1600,34,female,rational,yes,33,urban
Hyundai,2000,54,female,rational,yes,40,rural
Ford,1600,45,male,rational,yes,36,highway
Dacia,1300,29,female,distracted,no,44,highway
Renault,1600,35,male,rational,yes,26,urban
Nissan,2000,57,male,rational,yes,35,urban
Land Rover,>2400,57,female,rational,yes,39,urban
Nissan,1600,50,male,distracted,no,48,urban
Volkswagen,2000,37,female,rational,yes,32,highway
Kia,1400,33,male,rational,yes,36,urban
Mazda,1000,16,female,nervous,yes,28,highway
Ford,1600,57,female,speedy,yes,40,highway
Hyundai,1600,55,female,speedy,yes,36,highway
Opel,2000,29,male,slow,no,28,rural
Nissan,1500,22,female,rational,no,42,highway
Volkswagen,2000,46,female,rational,yes,41,urban
Hyundai,1300,23,male,nervous,yes,43,highway
Ford,>2400,48,male,rational,no,42,urban
Volkswagen,2000,35,male,distracted,yes,32,highway
Vauxhall,2000,54,female,rational,yes,33,highway
Volkswagen,1600,34,male,speedy,yes,41,highway
Honda,2000,23,female,rational,no,43,highway
Hyundai,2000,54,female,rational,yes,37,highway
Audi,1400,55,male,distracted,yes,34,urban
Skoda,1400,37,male,rational,yes,47,urban
Toyota,2000,26,female,rational,yes,27,rural
Renault,1000,53,male,speedy,yes,25,urban
Audi,1600,44,male,speedy,no,26,urban
Toyota,1500,33,female,rational,no,29,highway
Ford,1400,53,male,rational,yes,33,urban
Honda,1500,43,female,rational,yes,31,highway
Vauxhall,1000,26,female,rational,no,42,urban
Renault,1500,77,female,speedy,yes,34,highway
Audi,>2400,60,male,rational,yes,38,highway
Renault,1300,37,male,rational,no,27,highway
Mini,2000,56,male,rational,yes,42,highway
Nissan,2000,68,female,rational,yes,42,urban
Vauxhall,2000,52,male,rational,yes,34,urban
Ford,1400,43,female,speedy,yes,26,highway
Toyota,2000,39,female,rational,yes,31,urban
Mercedes Benz,1300,40,female,rational,yes,33,urban
Mercedes Benz,2000,26,male,distracted,no,33,highway
Ford,2000,38,male,rational,no,27,highway
Skoda,2000,47,female,distracted,yes,47,highway
Volkswagen,1000,45,female,speedy,no,47,highway
Toyota,1600,16,female,speedy,yes,26,rural
BMW,2000,53,male,rational,yes,44,highway
Volkswagen,2000,48,male,rational,yes,43,rural
Ford,1300,26,female,slow,yes,34,highway
Opel,2000,52,female,rational,yes,30,highway
Ford,2000,31,female,rational,no,34,highway
Ford,1600,31,male,speedy,yes,49,highway
Mazda,2400,28,male,speedy,no,31,urban
Mitsubishi,2400,27,male,distracted,no,40,highway
Nissan,1400,51,male,nervous,no,25,highway
Vauxhall,2000,24,female,distracted,yes,30,highway
Ford,2000,29,male,rational,yes,28,rural
Peugeot,1600,28,male,distracted,yes,33,highway
Saab,1000,25,male,rational,no,28,highway
Toyota,2400,27,male,rational,no,40,urban
Mazda,1500,41,male,speedy,yes,32,urban
Subaru,1300,34,male,rational,yes,33,highway
Ford,1300,39,female,rational,yes,49,highway
Citroen,2000,26,male,rational,yes,46,highway
Nissan,1400,68,female,speedy,no,48,urban
Skoda,2000,29,male,rational,yes,47,highway
Hyundai,1300,61,female,rational,no,26,highway
Peugeot,1600,57,male,distracted,yes,29,urban
Seat,1300,76,female,nervous,yes,36,urban
Audi,1600,36,male,distracted,no,33,urban
Audi,>2400,61,male,rational,no,30,highway
Kia,2000,58,male,speedy,no,41,highway
Fiat,>2400,29,female,speedy,no,47,urban
Citroen,1600,28,female,rational,no,31,urban
Mercedes Benz,2000,27,male,rational,yes,35,rural
Toyota,1500,72,female,rational,yes,44,highway
Skoda,1300,47,male,speedy,yes,39,urban
Vauxhall,2000,27,female,rational,yes,31,highway
Hyundai,1000,68,male,rational,yes,42,highway
Vauxhall,>2400,25,male,speedy,yes,48,highway
Ford,2000,43,female,speedy,yes,32,highway
BMW,1500,52,male,rational,no,47,rural
Ford,1600,24,female,rational,yes,41,highway
Seat,1300,30,male,slow,no,38,highway
Mercedes Benz,1400,60,male,speedy,no,28,highway
Volkswagen,1600,72,male,nervous,yes,38,highway
BMW,2000,30,male,rational,no,36,highway
Ford,1600,46,male,rational,yes,47,urban
Jeep,1300,37,male,rational,no,49,highway
Volkswagen,1300,53,female,rational,no,47,rural
Volkswagen,1400,60,male,speedy,yes,31,urban
Volkswagen,1000,47,male,speedy,yes,47,highway
Audi,1600,33,male,rational,yes,30,highway
Volkswagen,2000,65,female,rational,yes,47,highway
Nissan,1300,34,male,rational,no,47,highway
Saab,1500,67,male,rational,no,48,highway
Skoda,2000,22,female,speedy,yes,26,highway
Kia,1600,50,female,distracted,yes,42,highway
Hyundai,2000,30,female,rational,yes,34,urban
Toyota,2000,38,female,rational,yes,32,urban
Renault,1000,38,female,rational,yes,43,highway
Volkswagen,1300,40,female,rational,no,28,urban
Vauxhall,1300,33,male,rational,yes,36,highway
Vauxhall,1300,27,female,rational,yes,26,rural
Kia,1600,29,male,rational,no,41,highway
Mazda,2000,56,male,slow,no,29,urban
Hyundai,1400,40,female,rational,yes,33,urban
Toyota,1000,30,female,nervous,yes,43,urban
Volkswagen,1300,42,male,rational,yes,38,highway
Toyota,1300,19,male,slow,no,39,highway
Nissan,1400,44,male,rational,no,32,rural
Nissan,1500,56,female,distracted,no,42,urban
Volkswagen,2000,40,female,nervous,yes,29,highway
Toyota,1500,37,female,distracted,no,44,urban
Hyundai,1300,54,male,rational,no,43,highway
Seat,1500,45,female,speedy,no,34,urban
Ford,1600,53,female,rational,yes,32,highway
Renault,2000,42,female,rational,yes,38,urban
Volkswagen,1400,35,female,speedy,no,37,highway
Nissan,>2400,43,male,rational,no,44,urban
Skoda,>2400,43,male,speedy,yes,31,rural
Hyundai,1300,28,female,nervous,no,40,urban
Audi,1500,70,male,rational,yes,36,highway
Seat,1000,29,female,speedy,yes,49,urban
Skoda,2000,23,female,nervous,yes,44,highway
Opel,2000,26,female,rational,yes,40,highway
Hyundai,1600,21,female,rational,no,46,highway
Opel,1500,48,male,rational,yes,40,highway
Seat,1300,46,male,rational,yes,26,urban
Opel,2400,29,female,speedy,no,47,urban
Mercedes Benz,2000,61,male,rational,yes,36,urban
Honda,1600,63,male,rational,no,25,rural
Toyota,2000,73,male,rational,yes,47,highway
Fiat,1600,29,male,slow,yes,29,highway
Volkswagen,2400,30,female,rational,yes,27,highway
Mini,1000,58,male,rational,yes,28,highway
Hyundai,1600,39,male,rational,yes,35,highway
Hyundai,2000,61,female,nervous,yes,43,highway
Volkswagen,1500,39,male,rational,no,34,highway
Peugeot,1300,53,female,rational,no,31,highway
Volkswagen,1400,39,male,rational,no,26,highway
Skoda,2000,25,male,rational,no,44,urban
Volkswagen,1600,36,female,nervous,yes,35,highway
Volkswagen,1600,28,female,rational,yes,48,urban
Toyota,2000,30,female,nervous,no,41,highway
Mazda,1600,27,male,rational,yes,47,highway
Kia,1600,51,female,rational,yes,40,highway
Ford,1600,29,female,rational,yes,27,highway
Volkswagen,2000,64,female,rational,yes,43,highway
Ford,1400,48,female,rational,yes,40,highway
Volkswagen,1300,20,female,rational,no,30,urban
Nissan,1300,49,female,rational,no,40,rural
Renault,1500,21,female,rational,yes,34,urban
Hyundai,1400,31,female,rational,yes,38,urban
Audi,>2400,37,male,rational,no,40,urban
Volkswagen,1000,20,male,rational,yes,46,urban
Hyundai,1500,60,male,speedy,yes,45,urban
Ford,1600,33,female,speedy,yes,35,urban
Renault,>2400,34,male,speedy,yes,26,highway
Honda,1300,24,female,speedy,no,37,highway
Hyundai,2000,32,male,speedy,no,46,urban
Toyota,1600,65,male,speedy,yes,47,urban
Audi,1000,47,female,rational,no,29,highway
Hyundai,2000,30,female,rational,yes,32,urban
Volkswagen,2400,37,female,rational,no,34,highway
Peugeot,1500,55,male,rational,yes,30,highway
BMW,1600,20,male,speedy,yes,42,urban
Opel,1000,66,male,rational,yes,37,highway
Audi,2400,27,female,slow,no,28,highway
Skoda,2000,27,female,slow,yes,47,urban
Hyundai,2000,43,female,rational,yes,26,highway
Skoda,2000,37,male,slow,yes,43,highway
Audi,1000,59,female,rational,yes,41,urban
Hyundai,1600,22,female,distracted,yes,33,urban
Audi,1400,23,male,speedy,yes,27,urban
Ford,1300,55,male,distracted,no,32,urban
Mercedes Benz,1600,18,male,speedy,yes,47,rural
Toyota,1500,29,female,rational,no,25,urban
Volvo,2400,28,female,rational,yes,33,urban
Volkswagen,1500,28,female,speedy,no,34,highway
Renault,2400,20,female,rational,yes,45,highway
Nissan,1300,34,female,rational,no,34,highway
Volkswagen,1600,21,male,rational,yes,27,rural
BMW,2000,27,female,speedy,yes,42,urban
Kia,2000,26,male,distracted,yes,39,rural
Mercedes Benz,1600,14,male,rational,no,42,highway
Mercedes Benz,1400,28,male,rational,yes,30,highway
BMW,1400,29,female,rational,no,39,urban
Nissan,1300,28,male,speedy,yes,49,rural
Nissan,1300,28,male,rational,yes,28,urban
Ford,1300,62,female,rational,yes,31,highway
Citroen,>2400,59,male,rational,yes,26,highway
Ford,1300,57,male,distracted,yes,40,highway
BMW,1400,34,female,rational,yes,41,urban
Audi,1600,43,male,nervous,yes,48,urban
Hyundai,1500,26,male,speedy,yes,42,rural
Toyota,1400,19,male,rational,yes,38,highway
Volvo,1400,45,female,speedy,no,29,urban
Skoda,1500,55,female,speedy,yes,46,urban
Renault,1600,51,male,rational,yes,34,urban
Toyota,>2400,52,female,rational,yes,46,highway
Nissan,1000,29,female,rational,yes,25,urban
Ford,1500,82,female,speedy,yes,35,rural
Nissan,2000,34,male,rational,no,48,urban
Audi,2000,25,male,rational,no,44,highway
Renault,1600,31,male,rational,yes,29,urban
Nissan,1600,28,male,rational,yes,40,rural
Mercedes Benz,1300,41,female,speedy,yes,44,highway
BMW,1600,62,male,speedy,yes,26,highway
Opel,2000,31,male,rational,yes,42,rural
Skoda,2400,26,female,distracted,yes,48,highway
Peugeot,1500,52,female,speedy,yes,28,urban
Ford,1500,36,male,rational,yes,40,highway
Hyundai,2000,36,female,rational,no,37,highway
Nissan,2000,27,male,rational,no,44,highway
Vauxhall,1000,20,male,rational,yes,38,highway
Citroen,1000,28,female,nervous,yes,47,highway
Nissan,2000,32,male,speedy,yes,35,rural
Citroen,2000,61,female,speedy,yes,41,urban
Peugeot,1600,48,male,distracted,no,39,highway
Volvo,1600,34,male,distracted,no,35,urban
Opel,2000,46,male,speedy,yes,31,highway
Hyundai,2000,16,female,rational,yes,45,highway
Nissan,1600,50,male,rational,yes,31,highway
Kia,1500,33,male,speedy,no,34,urban
Nissan,1000,42,female,rational,no,36,highway
Mercedes Benz,1600,53,female,speedy,no,41,rural
Volkswagen,1000,33,female,rational,yes,46,highway
Renault,1300,57,female,nervous,no,28,highway
Kia,1000,16,male,rational,no,48,rural
Toyota,1600,43,male,rational,yes,45,urban
Audi,1500,54,female,speedy,yes,33,highway
Vauxhall,1500,29,male,speedy,no,40,rural
Hyundai,1500,66,female,rational,yes,42,urban
Vauxhall,1400,29,male,speedy,yes,40,rural
Nissan,2000,47,female,nervous,yes,49,highway
BMW,2000,61,female,rational,yes,26,urban
Toyota,1400,28,male,rational,yes,47,highway
Volkswagen,2000,42,male,rational,yes,40,highway
Volkswagen,2000,35,female,rational,yes,39,urban
Ford,1600,52,female,speedy,yes,45,rural
Vauxhall,2000,81,female,rational,no,34,urban
Citroen,1400,61,female,speedy,no,44,highway
Audi,1300,46,male,rational,yes,25,urban
Volvo,2000,16,male,speedy,yes,27,highway
Renault,2000,32,male,speedy,yes,31,urban
Dacia,2000,38,female,rational,yes,27,highway
Vauxhall,2000,46,male,speedy,no,25,highway
Vauxhall,2000,26,female,nervous,yes,34,highway
Peugeot,2400,33,female,rational,no,48,urban
Dacia,1500,59,female,rational,no,34,urban
Dacia,1300,25,female,rational,no,29,highway
Mercedes Benz,1400,40,female,distracted,no,42,highway
Skoda,2000,59,male,rational,yes,37,highway
Skoda,1600,64,male,rational,yes,34,highway
Hyundai,1600,38,male,rational,yes,44,urban
Opel,1000,36,female,distracted,yes,31,highway
Opel,2400,40,female,rational,no,47,urban
BMW,2000,70,male,speedy,no,42,urban
Ford,1600,35,female,speedy,yes,45,rural
Jaguar,2000,26,female,speedy,yes,29,highway
Ford,1600,55,female,rational,yes,32,highway
Skoda,>2400,49,male,rational,no,41,highway
Lexus,2000,40,male,speedy,yes,46,highway
Nissan,1400,26,male,rational,yes,49,urban
Ford,1300,45,male,nervous,yes,32,highway
Mazda,2000,30,male,speedy,no,28,highway
Toyota,1600,36,male,rational,no,35,urban
Skoda,2000,51,male,slow,yes,25,rural
Hyundai,1000,51,female,slow,yes,45,urban
Toyota,2000,23,male,rational,yes,36,highway
Subaru,1400,61,male,rational,no,30,highway
Hyundai,2000,49,female,rational,yes,30,urban
Renault,1600,51,male,rational,yes,38,highway
Kia,1300,43,male,speedy,yes,38,urban
Toyota,2000,56,female,rational,no,36,urban
Ford,1400,54,male,distracted,yes,38,urban
Ford,1000,23,female,speedy,no,38,urban
Toyota,1600,35,male,distracted,yes,29,urban
Hyundai,2000,37,female,rational,yes,46,highway
Volkswagen,1600,31,male,rational,yes,39,highway
Hyundai,2000,35,female,rational,yes,46,urban
Seat,2000,37,female,distracted,yes,25,highway
Kia,1400,39,male,rational,yes,48,highway
Kia,1600,29,female,speedy,no,37,highway
Volkswagen,1000,72,male,rational,yes,49,highway
Ford,2000,38,female,speedy,yes,44,highway
Toyota,2000,24,male,rational,yes,48,highway
Lexus,1500,32,female,nervous,yes,28,highway
Skoda,1500,54,male,rational,yes,47,highway
Kia,2000,70,female,slow,yes,26,urban
Ford,1600,30,male,rational,yes,39,highway
Volkswagen,1500,65,male,distracted,yes,47,urban
Mini,2000,32,male,speedy,no,34,highway
Opel,1400,64,female,rational,yes,26,urban
Suzuki,>2400,63,male,rational,yes,45,rural
Renault,1300,64,female,rational,no,37,highway
Suzuki,1000,31,male,rational,yes,30,highway
Toyota,1600,25,female,speedy,no,41,highway
Ford,1300,34,female,rational,yes,49,highway
Nissan,2000,23,female,speedy,yes,33,urban
Nissan,2000,31,male,distracted,yes,38,highway
Mercedes Benz,<900,35,female,rational,no,45,highway
Citroen,1600,22,male,rational,no,47,urban
Peugeot,1500,36,female,rational,no,29,urban
Volkswagen,1300,41,male,rational,yes,46,urban
Ford,2000,71,male,rational,yes,32,highway
Skoda,1600,26,male,rational,no,42,urban
Toyota,2000,37,female,speedy,no,44,highway
Lexus,2000,26,male,speedy,yes,44,urban
Audi,1300,25,female,rational,yes,32,urban
Toyota,2000,31,male,speedy,yes,37,highway
Toyota,1300,79,female,rational,yes,35,urban
Hyundai,2400,64,female,rational,yes,47,highway
Mitsubishi,2000,42,female,rational,yes,38,highway
Toyota,1500,29,male,rational,yes,28,urban
Mercedes Benz,1500,48,male,rational,yes,30,highway
BMW,1300,21,male,rational,no,34,urban
Nissan,2000,35,female,speedy,no,44,highway
Kia,1300,28,female,distracted,yes,42,highway
Nissan,2000,62,male,nervous,yes,45,urban
Volkswagen,1500,31,female,speedy,yes,49,urban
Vauxhall,2000,35,male,rational,yes,29,urban
Volkswagen,1400,43,female,rational,yes,34,highway
Toyota,1300,47,female,rational,yes,31,urban
Mercedes Benz,1600,37,male,speedy,no,39,urban
Volkswagen,1300,35,male,speedy,yes,38,urban
Peugeot,2000,45,male,speedy,yes,40,urban
Skoda,2000,43,male,rational,yes,42,highway
Hyundai,2000,41,male,rational,yes,30,urban
Nissan,2400,52,male,distracted,yes,47,urban
Kia,1600,41,male,speedy,no,43,urban
Nissan,1400,31,male,rational,yes,38,urban
Seat,1300,50,male,rational,yes,36,rural
Toyota,1500,72,male,rational,yes,45,highway
Volkswagen,1600,50,male,nervous,no,37,urban
Toyota,2000,43,male,rational,yes,48,urban
Ford,2000,31,male,rational,no,46,highway
Nissan,1300,34,female,rational,yes,48,highway
Ford,1300,49,male,rational,yes,36,urban
Vauxhall,2000,49,female,rational,no,35,highway
Peugeot,2000,48,female,rational,yes,28,highway
Honda,1400,24,male,rational,yes,35,highway
Volkswagen,2000,22,male,rational,no,43,highway
Hyundai,1600,25,male,rational,yes,36,urban
BMW,1000,36,male,rational,yes,31,highway
BMW,2000,78,male,rational,no,27,urban
Vauxhall,2000,36,female,speedy,no,29,urban
Ford,2000,20,female,distracted,yes,30,rural
Opel,1600,58,male,rational,yes,34,highway
Volkswagen,1300,53,male,rational,yes,33,highway
Seat,2000,44,male,nervous,no,46,urban
Toyota,1300,72,male,rational,yes,45,urban
